ID	DOCULECT	CONCEPT	CONCEPTICON_ID	VALUE	SEGMENTS	STRUCTURE	PARTIAL_IDS	ALIGNMENT	PROSTRING
987	Yunlong	animal oil	1282	tsɿ³⁵	ts ɿ ³⁵	i n t	192	ts ɿ ³⁵	i n t
988	Xiangyun	animal oil	1282	tsɿ³⁵	ts ɿ ³⁵	i n t	192	ts ɿ ³⁵	i n t
989	Luobenzhuo	animal oil	1282	tʂʅ⁵⁵	tʂ ʅ ⁵⁵	i n t	192	tʂ ʅ ⁵⁵	i n t
990	Zhoucheng	animal oil	1282	tsɿ³⁵	ts ɿ ³⁵	i n t	192	ts ɿ ³⁵	i n t
2359	Jianchuan	answer	1275	ta⁵⁵jɯ̃⁴⁴	t a ⁵⁵ + j ɯ̃ ∼ ⁴⁴	i n t + i n c t	1215 1216	t a ⁵⁵ + j ɯ̃ ∼ ⁴⁴	i n t + i n c t
2360	Eryuan	answer	1275	ta³⁵jɯ⁴⁴	t a ³⁵ + j ɯ ⁴⁴	i n t + i n t	1215 1216	t a ³⁵ + j ɯ - ⁴⁴	i n t + i n c t
2361	Heqing	answer	1275	ta⁵⁵jɯ̃⁴⁴	t a ⁵⁵ + j ɯ̃ ∼ ⁴⁴	i n t + i n c t	1215 1216	t a ⁵⁵ + j ɯ̃ ∼ ⁴⁴	i n t + i n c t
2362	Lanping	answer	1275	ta³³pɯ⁵⁵tɔ̃³¹	t a ³³ + p ɯ ⁵⁵ + t ɔ̃ ∼ ³¹	i n t + i n t + i n c t	1215 1217 1218	t a ³³ + p ɯ ⁵⁵ + t ɔ̃ ∼ ³¹	i n t + i n t + i n c t
2363	Qiliqiao	answer	1275	ta³⁵jo³³	t a ³⁵ + j o ³³	i n t + i n t	1215 1216	t a ³⁵ + j o - ³³	i n t + i n c t
2364	Yunlong	answer	1275	ta³⁵jɯ⁴⁴	t a ³⁵ + j ɯ ⁴⁴	i n t + i n t	1215 1216	t a ³⁵ + j ɯ - ⁴⁴	i n t + i n c t
2365	Xiangyun	answer	1275	tã⁴²	t ã ∼ ⁴²	i n c t	1218	t ã ∼ ⁴²	i n c t
2366	Luobenzhuo	answer	1275	ti⁴⁴tõ²¹	t i ⁴⁴ + t õ ∼ ²¹	i n t + i n c t	1219 1218	t i ⁴⁴ + t õ ∼ ²¹	i n t + i n c t
2367	Zhoucheng	answer	1275	ta³⁵lɯ⁴⁴	t a ³⁵ + l ɯ ⁴⁴	i n t + i n t	1215 1563	t a ³⁵ + l ɯ ⁴⁴	i n t + i n t
4249	Jianchuan	ant	587	pĩ²¹po²¹tsɿ³³	p ĩ ∼ ²¹ + p o ²¹ + ts ɿ ³³	i n c t + i n t + i n t	3 4 5	p ĩ ∼ ²¹ + p o - ²¹ + ts ɿ ³³	i n c t + i n c t + i n t
4250	Eryuan	ant	587	pi²¹pɯ³¹	p i ²¹ + p ɯ ³¹	i n t + i n t	3 4	p i - ²¹ + p ɯ - ³¹	i n c t + i n c t
4251	Heqing	ant	587	pi²¹pɯ²¹tsɿ³³	p i ²¹ + p ɯ ²¹ + ts ɿ ³³	i n t + i n t + i n t	3 4 5	p i - ²¹ + p ɯ - ²¹ + ts ɿ ³³	i n c t + i n c t + i n t
4252	Lanping	ant	587	pi³³pao³³tsɿ⁴⁴	p i ³³ + p a o ³³ + ts ɿ ⁴⁴	i n t + i n c t + i n t	3 4 5	p i - ³³ + p a o ³³ + ts ɿ ⁴⁴	i n c t + i n c t + i n t
4253	Qiliqiao	ant	587	pi²¹pɯ³¹	p i ²¹ + p ɯ ³¹	i n t + i n t	3 4	p i - ²¹ + p ɯ - ³¹	i n c t + i n c t
4254	Yunlong	ant	587	pi²¹pɯ³¹	p i ²¹ + p ɯ ³¹	i n t + i n t	3 4	p i - ²¹ + p ɯ - ³¹	i n c t + i n c t
4255	Xiangyun	ant	587	pi²¹pou²¹tsɿ³³	p i ²¹ + p o u ²¹ + ts ɿ ³³	i n t + i n c t + i n t	3 4 5	p i - ²¹ + p o u ²¹ + ts ɿ ³³	i n c t + i n c t + i n t
4256	Luobenzhuo	ant	587	tɕi³¹pɯ²¹	tɕ i ³¹ + p ɯ ²¹	i n t + i n t	1564 4	tɕ i ³¹ + p ɯ - ²¹	i n t + i n c t
4257	Zhoucheng	ant	587	pi²¹pɯ³¹	p i ²¹ + p ɯ ³¹	i n t + i n t	3 4	p i - ²¹ + p ɯ - ³¹	i n c t + i n c t
793	Jianchuan	apron	2046	pe³³tɕi³¹	p e ³³ + tɕ i ³¹	i n t + i n t	923 924	p e ³³ + tɕ i ³¹	i n t + i n t
794	Eryuan	apron	2046	pe³³se⁴⁴pɯ⁴⁴	p e ³³ + s e ⁴⁴ + p ɯ ⁴⁴	i n t + i n t + i n t	923 925 926	p e ³³ + s e ⁴⁴ + p ɯ ⁴⁴	i n t + i n t + i n t
795	Heqing	apron	2046	u³⁵pɯ⁴⁴jɔ²¹	u ³⁵ + p ɯ ⁴⁴ + j ɔ ²¹	n t + i n t + i n t	927 1565 928	u ³⁵ + p ɯ ⁴⁴ + j ɔ ²¹	n t + i n t + i n t
796	Lanping	apron	2046	pi³³tɕi³¹kʰo⁵⁵	p i ³³ + tɕ i ³¹ + kʰ o ⁵⁵	i n t + i n t + i n t	923 924 929	p i ³³ + tɕ i ³¹ + kʰ o ⁵⁵	i n t + i n t + i n t
797	Qiliqiao	apron	2046	kʰɔ⁵⁵se⁴²	kʰ ɔ ⁵⁵ + s e ⁴²	i n t + i n t	930 925	kʰ ɔ ⁵⁵ + s e ⁴²	i n t + i n t
798	Yunlong	apron	2046	wu³³tɕʰu³³	w u ³³ + tɕʰ u ³³	i n t + i n t	931 932	w u ³³ + tɕʰ u - ³³	i n t + i n c t
799	Xiangyun	apron	2046	ɣɔ³⁵tɕʰỹ⁵⁵	ɣ ɔ ³⁵ + tɕʰ ỹ ∼ ⁵⁵	i n t + i n c t	931 932	ɣ ɔ ³⁵ + tɕʰ ỹ ∼ ⁵⁵	i n t + i n c t
800	Luobenzhuo	apron	2046	tɕɤ³³pɯ⁵⁵	tɕ ɤ ³³ + p ɯ ⁵⁵	i n t + i n t	933 1565	tɕ ɤ ³³ + p ɯ ⁵⁵	i n t + i n t
801	Zhoucheng	apron	2046	we³⁵tɕʰɯ⁵⁵pɯ⁴⁴	w e ³⁵ + tɕʰ ɯ ⁵⁵ + p ɯ ⁴⁴	i n t + i n t + i n t	931 932 1565	w e ³⁵ + tɕʰ ɯ - ⁵⁵ + p ɯ ⁴⁴	i n t + i n c t + i n t
2350	Jianchuan	ask	1309	piɛ⁴⁴	p i ɛ ⁴⁴	i m n t	6	p i ɛ ⁴⁴	i m n t
2351	Eryuan	ask	1309	piɛ⁴⁴	p i ɛ ⁴⁴	i m n t	6	p i ɛ ⁴⁴	i m n t
2352	Heqing	ask	1309	piɛ⁴⁴	p i ɛ ⁴⁴	i m n t	6	p i ɛ ⁴⁴	i m n t
2353	Lanping	ask	1309	piɛ⁴⁴	p i ɛ ⁴⁴	i m n t	6	p i ɛ ⁴⁴	i m n t
2354	Qiliqiao	ask	1309	piɛ⁴⁴	p i ɛ ⁴⁴	i m n t	6	p i ɛ ⁴⁴	i m n t
2355	Yunlong	ask	1309	piɛ⁴⁴	p i ɛ ⁴⁴	i m n t	6	p i ɛ ⁴⁴	i m n t
2356	Xiangyun	ask	1309	piɛ⁴⁴	p i ɛ ⁴⁴	i m n t	6	p i ɛ ⁴⁴	i m n t
2357	Luobenzhuo	ask	1309	ʧua⁴⁴	ʧ u a ⁴⁴	i m n t	6	ʧ u a ⁴⁴	i m n t
2358	Zhoucheng	ask	1309	piɛ⁴⁴	p i ɛ ⁴⁴	i m n t	6	p i ɛ ⁴⁴	i m n t
3178	Jianchuan	bad	1292	xe⁴⁴	x e ⁴⁴	i n t	7	x e ⁴⁴	i n t
3179	Eryuan	bad	1292	xe⁴⁴	x e ⁴⁴	i n t	7	x e ⁴⁴	i n t
3180	Heqing	bad	1292	xe³³	x e ³³	i n t	7	x e ³³	i n t
3181	Lanping	bad	1292	xe⁴⁴	x e ⁴⁴	i n t	7	x e ⁴⁴	i n t
3182	Qiliqiao	bad	1292	xe⁴⁴	x e ⁴⁴	i n t	7	x e ⁴⁴	i n t
3183	Yunlong	bad	1292	xɛ³³	x ɛ ³³	i n t	7	x ɛ ³³	i n t
3184	Xiangyun	bad	1292	xɛ⁴⁴	x ɛ ⁴⁴	i n t	7	x ɛ ⁴⁴	i n t
3185	Luobenzhuo	bad	1292	ʈʰɯ³³	ʈʰ ɯ ³³	i n t	8	ʈʰ ɯ ³³	i n t
3186	Zhoucheng	bad	1292	tua³³	t u a ³³	i m n t	1566	t u a ³³	i m n t
4429	Jianchuan	bamboo	1927	tsɤ⁴⁴	ts ɤ ⁴⁴	i n t	9	ts - ɤ - ⁴⁴	i m n c t
4430	Eryuan	bamboo	1927	tʂɤ⁴⁴	tʂ ɤ ⁴⁴	i n t	9	tʂ - ɤ - ⁴⁴	i m n c t
4431	Heqing	bamboo	1927	tsuɔ⁴⁴	ts u ɔ ⁴⁴	i m n t	9	ts u ɔ - ⁴⁴	i m n c t
4432	Lanping	bamboo	1927	tsao⁵⁵tsɯ³³	ts a o ⁵⁵ + ts ɯ ³³	i n c t + i n t	9 10	ts - a o ⁵⁵ + ts ɯ ³³	i m n c t + i n t
4433	Qiliqiao	bamboo	1927	tsɤ⁴⁴	ts ɤ ⁴⁴	i n t	9	ts - ɤ - ⁴⁴	i m n c t
4434	Yunlong	bamboo	1927	tsɤ⁴⁴	ts ɤ ⁴⁴	i n t	9	ts - ɤ - ⁴⁴	i m n c t
4435	Xiangyun	bamboo	1927	tsɛ⁴⁴	ts ɛ ⁴⁴	i n t	9	ts - ɛ - ⁴⁴	i m n c t
4436	Luobenzhuo	bamboo	1927	tɕo⁵⁵ɖɯ³¹	tɕ o ⁵⁵ + ɖ ɯ ³¹	i n t + i n t	9 10	tɕ - o - ⁵⁵ + ɖ ɯ ³¹	i m n c t + i n t
4437	Zhoucheng	bamboo	1927	tsɤ⁴⁴	ts ɤ ⁴⁴	i n t	9	ts - ɤ - ⁴⁴	i m n c t
847	Jianchuan	bamboo hat	2160	lou⁵⁵wa⁴⁴	l o u ⁵⁵ + w a ⁴⁴	i n c t + i n t	948 949	l o u ⁵⁵ + w a ⁴⁴	i n c t + i n t
848	Eryuan	bamboo hat	2160	lɔ⁵⁵ja⁴⁴tɯ⁴²	l ɔ ⁵⁵ + j a ⁴⁴ + t ɯ ⁴²	i n t + i n t + i n t	948 950 951	l ɔ - ⁵⁵ + j a ⁴⁴ + t ɯ - ⁴²	i n c t + i n t + i n c t
849	Heqing	bamboo hat	2160	tɯ⁴²mɔu³³pʰi⁴²	t ɯ ⁴² + m ɔ u ³³ + pʰ i ⁴²	i n t + i n c t + i n t	951 952 953	t ɯ - ⁴² + m ɔ u ³³ + pʰ i ⁴²	i n c t + i n c t + i n t
850	Lanping	bamboo hat	2160	lo⁵⁵ja⁴⁴	l o ⁵⁵ + j a ⁴⁴	i n t + i n t	948 954	l o - ⁵⁵ + j a ⁴⁴	i n c t + i n t
851	Qiliqiao	bamboo hat	2160	tɯ⁴²mɯ³¹	t ɯ ⁴² + m ɯ ³¹	i n t + i n t	951 952	t ɯ - ⁴² + m ɯ - ³¹	i n c t + i n c t
852	Yunlong	bamboo hat	2160	tsɯ⁵⁵se⁵⁵ɕɔ³¹mo³³tɯ²¹	ts ɯ ⁵⁵ + s e ⁵⁵ + ɕ ɔ ³¹ + m o ³³ + t ɯ ²¹	i n t + i n t + i n t + i n t + i n t	955 956 957 0 0	ts ɯ ⁵⁵ + s e ⁵⁵ + ɕ ɔ ³¹ + m o ³³ + 0	i n t + i n t + i n t + i n t + 0
853	Xiangyun	bamboo hat	2160	tɯ̃⁴²mɔ⁴²	t ɯ̃ ∼ ⁴² + m ɔ ⁴²	i n c t + i n t	951 952	t ɯ̃ ∼ ⁴² + m ɔ - ⁴²	i n c t + i n c t
854	Luobenzhuo	bamboo hat	2160	mɯ̃⁵⁵qa⁵⁵	m ɯ̃ ∼ ⁵⁵ + q a ⁵⁵	i n c t + i n t	952 958	m ɯ̃ ∼ ⁵⁵ + q a ⁵⁵	i n c t + i n t
855	Zhoucheng	bamboo hat	2160	tɯ³²mɯ³¹tɯ⁴²	t ɯ ³² + m ɯ ³¹ + t ɯ ⁴²	i n t + i n t + i n t	951 952 1567	t ɯ - ³² + m ɯ - ³¹ + t ɯ ⁴²	i n c t + i n c t + i n t
2827	Jianchuan	bark (of dog)	1206	pia⁴²	p i a ⁴²	i m n t	11	p i a ⁴²	i m n t
2828	Eryuan	bark (of dog)	1206	pia⁴²	p i a ⁴²	i m n t	11	p i a ⁴²	i m n t
2829	Heqing	bark (of dog)	1206	pia⁴²	p i a ⁴²	i m n t	11	p i a ⁴²	i m n t
2830	Lanping	bark (of dog)	1206	pia⁴²	p i a ⁴²	i m n t	11	p i a ⁴²	i m n t
2831	Qiliqiao	bark (of dog)	1206	pia⁴²	p i a ⁴²	i m n t	11	p i a ⁴²	i m n t
2832	Yunlong	bark (of dog)	1206	pia⁴²	p i a ⁴²	i m n t	11	p i a ⁴²	i m n t
2833	Xiangyun	bark (of dog)	1206	pia⁴²	p i a ⁴²	i m n t	11	p i a ⁴²	i m n t
2834	Luobenzhuo	bark (of dog)	1206	ʧua⁴⁴	ʧ u a ⁴⁴	i m n t	11	ʧ u a ⁴⁴	i m n t
2835	Zhoucheng	bark (of dog)	1206	mɛ²¹	m ɛ ²¹	i n t	1568	m ɛ ²¹	i n t
4456	Jianchuan	barley	932	me⁵⁵sou²¹	m e ⁵⁵ + s o u ²¹	i n t + i n c t	12 13	m e - ⁵⁵ + s o u ²¹	i n c t + i n c t
4457	Eryuan	barley	932	mi³⁵zɔ²¹	m i ³⁵ + z ɔ ²¹	i n t + i n t	12 13	m i - ³⁵ + z ɔ - ²¹	i n c t + i n c t
4458	Heqing	barley	932	mi⁵⁵zɔu³¹	m i ⁵⁵ + z ɔ u ³¹	i n t + i n c t	12 13	m i - ⁵⁵ + z ɔ u ³¹	i n c t + i n c t
4459	Lanping	barley	932	me⁵⁵ʐao²¹	m e ⁵⁵ + ʐ a o ²¹	i n t + i n c t	12 13	m e - ⁵⁵ + ʐ a o ²¹	i n c t + i n c t
4460	Qiliqiao	barley	932	mi³⁵sɔ²¹	m i ³⁵ + s ɔ ²¹	i n t + i n t	12 13	m i - ³⁵ + s ɔ - ²¹	i n c t + i n c t
4461	Yunlong	barley	932	mi³⁵zɔ²¹	m i ³⁵ + z ɔ ²¹	i n t + i n t	12 13	m i - ³⁵ + z ɔ - ²¹	i n c t + i n c t
4462	Xiangyun	barley	932	mi³⁵zo²¹	m i ³⁵ + z o ²¹	i n t + i n t	12 13	m i - ³⁵ + z o - ²¹	i n c t + i n c t
4463	Luobenzhuo	barley	932	mɯ̃⁵⁵ʐao³¹	m ɯ̃ ∼ ⁵⁵ + ʐ a o ³¹	i n c t + i n c t	12 13	m ɯ̃ ∼ ⁵⁵ + ʐ a o ³¹	i n c t + i n c t
4464	Zhoucheng	barley	932	mi³⁵zɔ³¹	m i ³⁵ + z ɔ ³¹	i n t + i n t	12 13	m i - ³⁵ + z ɔ - ³¹	i n c t + i n c t
1162	Jianchuan	basin	915	pã²¹	p ã ∼ ²¹	i n c t	1012	p ã ∼ ²¹	i n c t
1163	Eryuan	basin	915	pa³¹	p a ³¹	i n t	1012	p a - ³¹	i n c t
1164	Heqing	basin	915	pã²¹	p ã ∼ ²¹	i n c t	1012	p ã ∼ ²¹	i n c t
1165	Lanping	basin	915	pa²¹tɕi³³	p a ²¹ + tɕ i ³³	i n t + i n t	1012 1013	p a - ²¹ + tɕ i ³³	i n c t + i n t
1166	Qiliqiao	basin	915	pa²¹	p a ²¹	i n t	1012	p a - ²¹	i n c t
1167	Yunlong	basin	915	pa³¹	p a ³¹	i n t	1012	p a - ³¹	i n c t
1168	Xiangyun	basin	915	pã³¹	p ã ∼ ³¹	i n c t	1012	p ã ∼ ³¹	i n c t
1169	Luobenzhuo	basin	915	bɛ⁵⁵lu³¹qa⁵⁵	b ɛ ⁵⁵ + l u ³¹ + q a ⁵⁵	i n t + i n t + i n t	1012 1014 1015	b ɛ - ⁵⁵ + l u ³¹ + q a ⁵⁵	i n c t + i n t + i n t
1170	Zhoucheng	basin	915	pa³¹	p a ³¹	i n t	1012	p a - ³¹	i n c t
4177	Jianchuan	bat	1793	po⁵⁵po⁴⁴tsɿ³³	p o ⁵⁵ + p o ⁴⁴ + ts ɿ ³³	i n t + i n t + i n t	702 703 704	p o ⁵⁵ + p o - ⁴⁴ + ts ɿ ³³	i n t + i n c t + i n t
4178	Eryuan	bat	1793	pɔ³⁵pɯ⁴⁴	p ɔ ³⁵ + p ɯ ⁴⁴	i n t + i n t	702 703	p ɔ ³⁵ + p ɯ - ⁴⁴	i n t + i n c t
4179	Heqing	bat	1793	pɯ⁵⁵pɯ³³	p ɯ ⁵⁵ + p ɯ ³³	i n t + i n t	702 703	p ɯ ⁵⁵ + p ɯ - ³³	i n t + i n c t
4180	Lanping	bat	1793	pu⁵⁵pu⁵⁵	p u ⁵⁵ + p u ⁵⁵	i n t + i n t	702 703	p u ⁵⁵ + p u - ⁵⁵	i n t + i n c t
4181	Qiliqiao	bat	1793	po⁵⁵po⁴⁴	p o ⁵⁵ + p o ⁴⁴	i n t + i n t	702 703	p o ⁵⁵ + p o - ⁴⁴	i n t + i n c t
4182	Yunlong	bat	1793	ʃɤ³³pu⁵⁵kɯ³¹	ʃ ɤ ³³ + p u ⁵⁵ + k ɯ ³¹	i n t + i n t + i n t	705 702 706	ʃ ɤ ³³ + p u ⁵⁵ + k ɯ ³¹	i n t + i n t + i n t
4183	Xiangyun	bat	1793	ɕɛ⁴⁴pɔ³⁵pou³³	ɕ ɛ ⁴⁴ + p ɔ ³⁵ + p o u ³³	i n t + i n t + i n c t	705 702 703	ɕ ɛ ⁴⁴ + p ɔ ³⁵ + p o u ³³	i n t + i n t + i n c t
4184	Luobenzhuo	bat	1793	wɔ⁴⁴la⁴²	w ɔ ⁴⁴ + l a ⁴²	i n t + i n t	707 708	w ɔ ⁴⁴ + l a ⁴²	i n t + i n t
4185	Zhoucheng	bat	1793	se⁵⁵jɯ⁴⁴mɯ⁴⁴tsɿ³³	s e ⁵⁵ + j ɯ ⁴⁴ + m ɯ ⁴⁴ + ts ɿ ³³	i n t + i n t + i n t + i n t	705 1569 1570 1631	s e ⁵⁵ + j ɯ ⁴⁴ + m ɯ ⁴⁴ + ts ɿ ³³	i n t + i n t + i n t + i n t
2782	Jianchuan	be sick,ill	1847	pɛ̃³¹/sɤ̃³¹	p ɛ̃ ∼ ³¹	i n c t	224	p ɛ̃ ∼ ³¹	i n c t
2783	Eryuan	be sick,ill	1847	pɛ³¹	p ɛ ³¹	i n t	224	p ɛ - ³¹	i n c t
2784	Heqing	be sick,ill	1847	pɛ̃³¹	p ɛ̃ ∼ ³¹	i n c t	224	p ɛ̃ ∼ ³¹	i n c t
2785	Lanping	be sick,ill	1847	sɔ̃⁴²/pæ̃⁴²	s ɔ̃ ∼ ⁴²	i n c t	225	s ɔ̃ ∼ ⁴²	i n c t
2786	Qiliqiao	be sick,ill	1847	pɛ³¹	p ɛ ³¹	i n t	224	p ɛ - ³¹	i n c t
2787	Yunlong	be sick,ill	1847	pɛ³¹	p ɛ ³¹	i n t	224	p ɛ - ³¹	i n c t
2788	Xiangyun	be sick,ill	1847	pɛ̃³¹	p ɛ̃ ∼ ³¹	i n c t	224	p ɛ̃ ∼ ³¹	i n c t
2789	Luobenzhuo	be sick,ill	1847	sõ³¹	s õ ∼ ³¹	i n c t	225	s õ ∼ ³¹	i n c t
2790	Zhoucheng	be sick,ill	1847	pɛ³¹	p ɛ ³¹	i n t	224	p ɛ - ³¹	i n c t
4501	Lanping	be sick,ill	1847	sɔ̃⁴²/pæ̃⁴²	p æ̃ ∼ ⁴²	i n c t	224	p æ̃ ∼ ⁴²	i n c t
4502	Jianchuan	be sick,ill	1847	pɛ̃³¹/sɤ̃³¹	s ɤ̃ ∼ ³¹	i n c t	225	s ɤ̃ ∼ ³¹	i n c t
19	Jianchuan	bean	832	tɯ²¹	t ɯ ²¹	i n t	308	t - ɯ - ²¹	i m n c t
20	Eryuan	bean	832	tɯ³¹	t ɯ ³¹	i n t	308	t - ɯ - ³¹	i m n c t
21	Heqing	bean	832	tɯ³¹	t ɯ ³¹	i n t	308	t - ɯ - ³¹	i m n c t
22	Lanping	bean	832	tiɯ²¹	t i ɯ ²¹	i m n t	308	t i ɯ - ²¹	i m n c t
23	Qiliqiao	bean	832	tɯ³¹	t ɯ ³¹	i n t	308	t - ɯ - ³¹	i m n c t
24	Yunlong	bean	832	dɯ³¹	d ɯ ³¹	i n t	308	d - ɯ - ³¹	i m n c t
25	Xiangyun	bean	832	tou³¹	t o u ³¹	i n c t	308	t - o u ³¹	i m n c t
26	Luobenzhuo	bean	832	dɯ⁴²	d ɯ ⁴²	i n t	308	d - ɯ - ⁴²	i m n c t
27	Zhoucheng	bean	832	tɯ³¹	t ɯ ³¹	i n t	308	t - ɯ - ³¹	i m n c t
4060	Jianchuan	bear	1820	tɕĩ⁵⁵	tɕ ĩ ∼ ⁵⁵	i n c t	663	tɕ ĩ ∼ ⁵⁵	i n c t
4061	Eryuan	bear	1820	tɕi³⁵	tɕ i ³⁵	i n t	663	tɕ i - ³⁵	i n c t
4062	Heqing	bear	1820	tɕĩ³⁵	tɕ ĩ ∼ ³⁵	i n c t	663	tɕ ĩ ∼ ³⁵	i n c t
4063	Lanping	bear	1820	tɕĩ⁵⁵	tɕ ĩ ∼ ⁵⁵	i n c t	663	tɕ ĩ ∼ ⁵⁵	i n c t
4064	Qiliqiao	bear	1820	ɕo⁴²	ɕ o ⁴²	i n t	664	ɕ o ⁴²	i n t
4065	Yunlong	bear	1820	tɕi³⁵	tɕ i ³⁵	i n t	663	tɕ i - ³⁵	i n c t
4066	Xiangyun	bear	1820	tɕĩ³⁵	tɕ ĩ ∼ ³⁵	i n c t	663	tɕ ĩ ∼ ³⁵	i n c t
4067	Luobenzhuo	bear	1820	tsẽ⁵⁵pu⁵⁵	ts ẽ ∼ ⁵⁵ + p u ⁵⁵	i n c t + i n t	663 665	ts ẽ ∼ ⁵⁵ + p u ⁵⁵	i n c t + i n t
4068	Zhoucheng	bear	1820	ɕo⁴²	ɕ o ⁴²	i n t	664	ɕ o ⁴²	i n t
343	Jianchuan	beard,moustache	1165	u²¹	u ²¹	n t	833	- u ²¹	i n t
344	Eryuan	beard,moustache	1165	u²¹	u ²¹	n t	833	- u ²¹	i n t
345	Heqing	beard,moustache	1165	u²¹	u ²¹	n t	833	- u ²¹	i n t
346	Lanping	beard,moustache	1165	wɔ²¹	w ɔ ²¹	i n t	833	w ɔ ²¹	i n t
347	Qiliqiao	beard,moustache	1165	u²¹	u ²¹	n t	833	- u ²¹	i n t
348	Yunlong	beard,moustache	1165	wu²¹	w u ²¹	i n t	833	w u ²¹	i n t
349	Xiangyun	beard,moustache	1165	u²¹	u ²¹	n t	833	- u ²¹	i n t
350	Luobenzhuo	beard,moustache	1165	ɤ³¹	ɤ ³¹	n t	833	- ɤ ³¹	i n t
351	Zhoucheng	beard,moustache	1165	u²¹	u ²¹	n t	833	- u ²¹	i n t
1270	Jianchuan	bed	1663	tsõũ²¹	ts õ ũ ²¹	i n c t	14	ts õ ũ ²¹	i n c t
1271	Eryuan	bed	1663	tʂɔ³¹	tʂ ɔ ³¹	i n t	14	tʂ ɔ - ³¹	i n c t
1272	Heqing	bed	1663	tsɔ̃ũ²¹	ts ɔ̃ ũ ²¹	i n c t	14	ts ɔ̃ ũ ²¹	i n c t
1273	Lanping	bed	1663	tsɔ³³	ts ɔ ³³	i n t	14	ts ɔ - ³³	i n c t
1274	Qiliqiao	bed	1663	tso²¹	ts o ²¹	i n t	14	ts o - ²¹	i n c t
1275	Yunlong	bed	1663	kʰɤ³¹	kʰ ɤ ³¹	i n t	15	kʰ ɤ ³¹	i n t
1276	Xiangyun	bed	1663	pʰẽ³¹	pʰ ẽ ∼ ³¹	i n c t	16	pʰ ẽ ∼ ³¹	i n c t
1277	Luobenzhuo	bed	1663	ɴ̣³³tĩ³³ʧʰʊ³¹qʰã⁴²	ɴ ɴ̣ ∼ ³³ + t ĩ ∼ ³³ + ʧʰ ʊ ³¹ + qʰ ã ∼ ⁴²	i n c t + i n c t + i n t + i n c t	17 18 19 20	ɴ ɴ̣ ∼ ³³ + t ĩ ∼ ³³ + ʧʰ ʊ ³¹ + qʰ ã ∼ ⁴²	i n c t + i n c t + i n t + i n c t
1278	Zhoucheng	bed	1663	tso²¹	ts o ²¹	i n t	14	ts o - ²¹	i n c t
4267	Jianchuan	bedbug	1949	pi⁵⁵sɿ⁵⁵	p i ⁵⁵ + s ɿ ⁵⁵	i n t + i n t	733 734	p i ⁵⁵ + s ɿ ⁵⁵	i n t + i n t
4268	Eryuan	bedbug	1949	tʂɤ⁴⁴ɕi⁴⁴	tʂ ɤ ⁴⁴ + ɕ i ⁴⁴	i n t + i n t	735 734	tʂ ɤ ⁴⁴ + ɕ i ⁴⁴	i n t + i n t
4269	Heqing	bedbug	1949	pi⁵⁵sɿ⁵⁵	p i ⁵⁵ + s ɿ ⁵⁵	i n t + i n t	733 734	p i ⁵⁵ + s ɿ ⁵⁵	i n t + i n t
4270	Lanping	bedbug	1949	pi⁴⁴sɛ⁴⁴	p i ⁴⁴ + s ɛ ⁴⁴	i n t + i n t	733 734	p i ⁴⁴ + s ɛ ⁴⁴	i n t + i n t
4271	Qiliqiao	bedbug	1949	tsɤ⁴⁴ɕi⁴⁴	ts ɤ ⁴⁴ + ɕ i ⁴⁴	i n t + i n t	735 734	ts ɤ ⁴⁴ + ɕ i ⁴⁴	i n t + i n t
4272	Yunlong	bedbug	1949	tsʰo³³pe³³kɛ³³lɤ³³	tsʰ o ³³ + p e ³³ + k ɛ ³³ + l ɤ ³³	i n t + i n t + i n t + i n t	1571 733 736 737	tsʰ o ³³ + p e ³³ + k ɛ ³³ + l ɤ ³³	i n t + i n t + i n t + i n t
4273	Xiangyun	bedbug	1949	tɕɛ⁴⁴ɕi⁴⁴	tɕ ɛ ⁴⁴ + ɕ i ⁴⁴	i n t + i n t	735 734	tɕ ɛ ⁴⁴ + ɕ i ⁴⁴	i n t + i n t
4274	Luobenzhuo	bedbug	1949	tɕo⁵⁵ɕi⁵⁵	tɕ o ⁵⁵ + ɕ i ⁵⁵	i n t + i n t	735 734	tɕ o ⁵⁵ + ɕ i ⁵⁵	i n t + i n t
4275	Zhoucheng	bedbug	1949	tsɤ⁴⁴ɕi⁴⁴	ts ɤ ⁴⁴ + ɕ i ⁴⁴	i n t + i n t	735 734	ts ɤ ⁴⁴ + ɕ i ⁴⁴	i n t + i n t
4222	Jianchuan	bee	665	fɤ̃⁵⁵	f ɤ̃ ∼ ⁵⁵	i n c t	21	f ɤ̃ ∼ ⁵⁵	i n c t
4223	Eryuan	bee	665	tsɿ⁵⁵fɤ⁵⁵	ts ɿ ⁵⁵ + f ɤ ⁵⁵	i n t + i n t	22 21	ts ɿ ⁵⁵ + f ɤ - ⁵⁵	i n t + i n c t
4224	Heqing	bee	665	fɤ̃⁵⁵	f ɤ̃ ∼ ⁵⁵	i n c t	21	f ɤ̃ ∼ ⁵⁵	i n c t
4225	Lanping	bee	665	fɯ̃⁵⁵	f ɯ̃ ∼ ⁵⁵	i n c t	21	f ɯ̃ ∼ ⁵⁵	i n c t
4226	Qiliqiao	bee	665	fɤ⁵⁵	f ɤ ⁵⁵	i n t	21	f ɤ - ⁵⁵	i n c t
